debate_name,debate_section,speaker,speech,speaking_time_seconds
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Mike Bloomberg,"But let me just say, when you’re talking about affordable housing, we created 175,000 units of affordable housing in New York City, and I listened to them, they’re in Congress, and they say that can’t get it done, can’t get it done, but if you change something like the president, they would. No. You have to learn how to work with both sides of the aisle, and then you can get stuff done. I did it in New York City. I got the Republican State Senate to vote for gay marriage, virtually before anybody else in this country. You can work across the aisle. You just have to know how to deal with people.",31.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Major Garrett,"Mayor Bloomberg, thank you very much. Back to you, Bill.",2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bill Whitaker,"Vice President Biden, black men earn 73 cents for every dollar earned by white men, are about twice as likely to be unemployed, five times more likely to be incarcerated. Conditions that ripple across black families and have endured during both Democratic and Republican administrations. How do you convince black voters that you can change years of inequities?",25.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Joe Biden,"Two ways. Number one, my entire life, I’ve been involved with the black community. I was a public defender. I worked in the projects. I came along, and first thing I did as the Chairman of the Judiciary Committee, extended the Voting Rights Act, eventually for 25 years, and I’ve been deeply involved. In my first effort I had as a Councilman was doing away with redlining in the county. The way we do this, we got to help them create wealth, and that’s why we double the amount of money that is available for young entrepreneurs, and black entrepreneurs are as successful as any other group of people in the country. We go from 1.5 billion to $3 billion, taking $30 billion off the sidelines. That’s how you create wealth. Secondly, I provide for the opportunity for first time home buyers to be able to have a $15,000 tax credit, so they can get the mortgage at the front end and be able to keep it.",53.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Joe Biden,"Thirdly, I go after those people who are involved in gentrification, because what’s happening is we’re moving people out of their neighborhoods in ways that in fact make no sense. They’re being bought out, if anything. You can not find a place to live. And thirdly, I make sure that with regard to housing, we allow people… Look, right now, if you live in a black neighborhood and you have the same exact house as the guy across the street in a white neighborhood has, your house is valued significantly less than the white. The same exact house. We’ve got to deal with the institutional racism-",29.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bill Whitaker,Thank you Mr Vice President.,2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Joe Biden,"I note how you cut me off all the time, but I’m not going to be quiet anymore. Okay?",4.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bill Whitaker,Mr Steyer.,3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Tom Steyer,"Every single policy area in the United States has a gigantic subtext of race. We’re talking about education, we’re talking about criminal justice, we’re talking about housing, we’re talking about loans. I started a bank to basically correct the injustice in the financial services industry, basically to make loans to black-owned, Latino-owned and women-owned businesses. We’ve supported over 8,000 affordable housing units. But more than that, I believe I’m the only person on this stage who believes in reparations for slavery. Something happened. We should have a formal commission on race to retell the story of the last 400 plus years in America, of African Americans, of systematic legal injustice, discrimination, and cruelty, but also of 400 plus years of contribution, in terms of building the United States of America and leading the United States of America from a moral standpoint.",68.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bill Whitaker,Thank you Mr Steyer. [crosstalk 00:20:56].,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Norah O’Donnell,"Thank you, Bill. Senator Klobuchar, next question. New topic. New topic, Senator Klobuchar. If you could honor the rules of the debate, thank you.",5.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Norah O’Donnell,"Senator Klobuchar, I’d like to change topics and ask you, rural areas have populations who are older, sicker, and poorer than non-rural communities, and they have to travel farther to get medical help when they need it. Expanding coverage is going to be useless if there are no providers to go to. So how would you ensure that there is available healthcare in rural areas?",23.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Amy Klobuchar,"People aren’t always aware, I know you are in South Carolina, about how much poverty there is, particularly child poverty, in rural areas. So the answer is, one size doesn’t fit all. And one of the ways you do this, right now we have something called Critical Access Hospitals, so they’re designated for rural areas. And actually, I am the lead Democrat on a bill to extend that to have other types of hospitals, like emergency rooms, in rural areas be covered. The other issue is we don’t have enough personnel. And so, that’s where we get to this education plan. And I don’t agree with some of my colleagues here about putting hard earned taxpayer money into rich kids going to college.",41.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Amy Klobuchar,"What I think we need to do instead is look at what our needs are in our economy. We’re going to have a million openings for home healthcare workers, particularly in rural areas, that we don’t know how to fill. We’re going to have over 100,000 openings for nursing assistants. We’re not going to have a shortage of sports marketing degrees, we’re going to have a shortage of plumbers and nurses. So putting incentives in place with how we do loan payback, making one and two year degrees free, and then of course creating loan payback programs if people will go, especially medical students, into rural areas. Final thing is comprehensive immigration reform. I have passed the bill that allows doctors from other countries that study in our medical schools to stay and serve in rural areas. We need to expand that.",43.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Norah O’Donnell,"Mayor Buttigieg, the floor is yours. Same question.",3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Pete Buttigieg,"Yeah. When I was born, there was no difference in your life expectancy if you were born in a rural area or a city. Now the gap is the biggest it’s been in a generation. And that is particularly affecting black rural families in places like South Carolina. We’re seeing hospital closures right and left, and we’re seeing them in particular in states where Medicaid was not expanded, something that is hurting black and poor white families, and is largely the result of racial voter suppression. See, all of these things are connected. Housing, wages, the ability to get anything meaningful done on criminal justice reform. All of these things are going to be harder to deal with as long as black voices are systematically excluded from political participation, which is happening on everything from the purging of voter roles, to the closing of voting locations. And that harms everybody. It’s why in my Frederick Douglass Plan for comprehensively dealing with these issues, part of the core of it is a 21st century Voting Rights Act.",60.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Norah O’Donnell,Senator Sanders.,4.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bernie Sanders,Very proud working with-,3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bernie Sanders,"Very proud, very proud working with Congressman Jim Clyburn, South Carolina, that we increased funding for the Community Health Center program by $11 billion, as part of the Affordable Care Act, which now provides for 9 million Americans access to primary health care, dental care, mental health counseling, and low cost prescription drugs. In that bill, we also put $2 billion into a program, which would provide debt forgiveness for doctors, nurses, dentists. We have a major dental affordable crisis in this country, to make sure that they are practicing in underserved areas. The advantage of a Medicare For All healthcare program, because it’s not driven by profits for the drug companies and the insurance companies, we will have healthcare for all people in all parts of this country.",53.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Pete Buttigieg,But in order for any of that to happen at us to pass-,3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Speaker 1,Thank you. Next topic. Gayle?,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Pete Buttigieg,And we’re talking about a plan that goes beyond what even what they do.,3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Gayle King,"Mayor Buttigieg, I’m sorry, going to go to Mayor Bloomberg. We’re going to change topics. Mayor Bloomberg, as mayor of New York, you declared war on obesity. You banned trans fats from restaurants, and you tried to do the same with large sugary drinks. So if you become president, will you push those policies on the national level as well?",16.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Mike Bloomberg,"Well, I think what’s right for New York City isn’t necessarily right, but all the other cities, otherwise you’d have a naked cowboy in every city. So let’s get serious here. But I do think it’s the government’s job to have good science, and to explain to people what science says, or how to take care of themselves and extend their lives. We are a country where there are too many people that are obese. We should do something about that. But just take a look at what happened with smoking. We did ban smoking in New York City, in public places, restaurants, offices, and that sort of thing. And it has spread across America, across Europe, across Latin America, even into places in the Middle East, and into the far East. It has saved an enormous number of lives.",42.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Mike Bloomberg,"So it just goes to show if you have good public health, then you can do things. And one of the great problems today, you read about the virus. What’s really happening here is the president fired the pandemic specialists in this country two years ago, so there’s nobody here to figure out what the hell we should be doing, and he’s defunded Centers for Disease Control, CDC, so we don’t have the organization we need. This is a very serious thing, as you see, the stock market’s falling apart, because people are really worried and they should be. We don’t have anybody to respond. I’m sorry.",35.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Gayle King,"We’re going to talk about that in our next segment. Before I leave you, are New Yorkers living longer because of your policies?",5.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Mike Bloomberg,"There’s no question about that. Before I left, life expectancy in New York City had grown by three years, during our 12 years in office, such that when I left, it was three years greater than the national average.",14.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bernie Sanders,"All right. Vice President Biden, please? Vice President Biden.",4.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Joe Biden,"Look, one of the things we have to do, we have a thing in the defense department called DARPA, special operation thing to find out all the things we have to deal with to make us safer. They came up with the internet, they came over the whole idea of stealth technology. I’m going to do the same thing at the National Institute of Health. We’re going to focus at least $50 billion over the first five years on focusing on obesity, diabetes, Alzheimer’s, and cancer, and we’re going to make that investment because no one else is willing to make that investment. We can in fact find cures if we make the investment. And we can get that done. The American people support it. Even Republicans will support it. We have to focus on extending life, saving life, and making people, put them in a position to be able to live longer and more securely.",51.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Speaker 1,"All right Senator Biden, thank you. Senator Klobuchar, Senator Sanders wants to legalize marijuana on day one of his presidency, and is promising to expunge the record of anyone who has been arrested for possession. As a former prosecutor, is that a realistic promise?",20.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Amy Klobuchar,"Well, it is realistic to want to legalize marijuana. I want to do that too. And I also think you need to look back at people’s records, and you maybe can’t do it on day one, as he said, I think you want to have a process that you go through, because there’s too many people that have things on their records that have stopped them from getting jobs. I think a lot of what we also need to do is to make sure that when we do this, that we have money for treatment. And it’s not necessarily because of marijuana, it is because of things like opioids and the like, and that’s why one of the first plans I put out, was for treatment.",37.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Amy Klobuchar,"Because if you want to make the criminal justice system work, you don’t want to have repeat customers, and you want to help people to get off of drugs. And the way you do that is with drug courts. The way you do that, by the way, is with my proposal for a clemency board in the White House, so that you don’t have a president that pell-mell gives pardons to his buddies, and to white collar offenders, but that instead you have a set process that you use that’s fair, and is outside of the justice department and while getting their advice.",31.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Speaker 1,All right. Thank you Senator Klobuchar.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bernie Sanders,Can I respond to that?,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Gayle King,"Mayor Bloomberg, I’d like to get your thoughts on this, because you have called marijuana another addictive drug that we’ve never done research on.",9.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Mike Bloomberg,"Look, the first thing you do is we should not make this a criminal thing, if you have a small amount. For dealers, yes, but for the average person, no, and you should expunge the records of those that got caught up in this before. Number two, we’re not going to take it away from states that have already done it. But number three, you should listen to the scientists and the doctors, they say go very slowly, they haven’t done enough research, and the evidence so far is worrisome before we get all our kids, particularly kids in their late teens, boys even more than girls, where this may be damaging their brains. Until we know the science, it’s just nonsensical to push ahead, but the cats out of the bag. So some states have it. You’re not going to take it away. Get rid of the… decriminalize the possession.",48.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Gayle King,"All right, thank you Mr. Mayor.",0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Speaker 1,"Senator Sanders, you were name checked.",0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bernie Sanders,"All right, look, you’re right. We have a criminal justice system today that is not only broken, it is racist, got more people in jail than any other country on earth, including China. And one of the reasons for that is a horrific war on drugs. So I do believe that on day one, we will change the Federal Controlled Substance Act, which if you can believe it, now equates heroin with marijuana. That’s insane. We’re going to take marijuana out of that, and effectively legalized marijuana in every state in the country. What we are also going to do is move to expunge the records of those people arrested for possession of marijuana. And I’ll tell you what else we’re going to do, we’re going to provide help to the African American, Latino, Native American community to start businesses, to sell legal marijuana, rather than let a few corporations control the legalized marijuana market.",56.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Gayle King,"All right, Senator Sanders, thank you-",2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Joe Biden,"I wrote the drug court bill, can I-",1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Gayle King,We’ve passed the halfway mark.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Joe Biden,Can I respond to this? I wrote the bill that setup drug courts.,3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Gayle King,All right. Thank you. Vice President Biden. We will get back to you. The CBS News Democratic Presidential Debate will continue right after the break.,
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Norah O’Donnell,"Welcome back to the CBS News Democratic Debate. Each of you is campaigning for the role as Commander in Chief, where you will command 1.3 million US troops and be responsible for protecting America’s national security. There are also 53,000 here in South Carolina. Senator Warren, you said you wanted to bring home all troops from the Middle East, and then you walked that back to say you want to bring home combat troops.",51.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Elizabeth Warren,I do.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Norah O’Donnell,How does that protect America’s national security?,2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Elizabeth Warren,"Look. a president’s first job is to keep America safe, and an important part of that is to have a strong military. All three of my brothers served in the military, and I understand how much the military sacrifices, how much their families sacrifice, and how much they are willing to put on the line. That means that we have a sacred responsibility to them, and that is not to use our military to solve problems that cannot be solved militarily.",34.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Elizabeth Warren,"We are not winning in Afghanistan. We are not winning in the Middle East. What we need to do is, we need to use all of the tools in our toolbox. We need a strong military. We also need a strong State Department. Those are our eyes and ears on the ground. They are our front lines in diplomacy. We need a strong economy and to work worldwide on that economy, and we need strong alliances. We need to know the difference between our friends and between dictators who would do us harm, and we need to be nicer to our friends than to dictators. We need not to cut and run on our allies. We need an approach that keeps us safe by using-",45.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Norah O’Donnell,Senator. Thank you.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Elizabeth Warren,-all of the tools in a measured way.,2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Norah O’Donnell,"Mayor Bloomberg, voters have not heard much about your foreign policy views. Would you pull all combat troops out of the Middle East?",6.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Mike Bloomberg,"No. You want to cut it back as much as you can, but I think if we learned something from 9/11, people plan things overseas and execute them here. We have to be able to stop terrorism. And there’s no guarantees that you’re going to be able to do it, but we have to have some troops in places where terrorists congregate, and to not do so is just irresponsible. We shouldn’t be fighting wars that we can’t win; we should go to war only as a last resort. Nobody argues with that. But this is a dangerous world, and if we haven’t learned that after 9/11, I don’t know what’s going to teach us what to do. We have to do something, and I think the budget that we… Things that I’ve seen recently convinced me that the military today is better-prepared than they’ve been in an awful long time, and that the moneys they are spending on the war are for-",49.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Norah O’Donnell,Thank you.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Mike Bloomberg,-weapons we need for the next war and-,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Norah O’Donnell,"Thank you, [crosstalk 00:03:12].",0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Mike Bloomberg,"-not for the last, a common mistake that they’re not making now-",3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Norah O’Donnell,"Thank you, [crosstalk 00:03:15]. Gayle?",0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Mike Bloomberg,They’re doing a good job.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Gayle King,"Mayor Buttigieg, I’d like to go to you, as the only veteran on stage. Can you weigh in on this?",4.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Pete Buttigieg,"Well, the first time I ever set foot in South Carolina, it was stepping off the bus that brought me to combat training near Fort Jackson. That was to get ready to go to Afghanistan, where I saw that one of the things that kept me safe, just as sure as my body armor, was the fact that the flag on my shoulder represented a country that was known to keep its word. Our allies and our adversaries knew it. The president has torn that to shreds. And so the first thing we’ve got to do is restore the credibility of the United States.",35.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Pete Buttigieg,"Second thing we got to do is make sure that we not only have the intelligence capabilities… And I guess I disagree with the mayor. I don’t think we need to have ground troops anywhere terrorists can gather, because terrorists can gather anywhere in the world. But we do need intelligence capabilities and specialists on the ground. But what good is that if you have a president who won’t listen to them? Right now, some of the biggest threats that we face are not only things like counter-terrorism, but issues like global health security and the coronavirus that rely on the ability to listen to scientists-",32.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Gayle King,"Time, Mr. Mayor.",0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Pete Buttigieg,"-listen to your own intelligence, and coordinate with an international community that this president has alienated-",6.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Gayle King,"Time, Mr. Mayor.",0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Pete Buttigieg,-because his idea of a security strategy is a big wall.,3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Gayle King,"I know it goes fast, but a minute 15 is really a long time. So we’d ask, respectfully, if you would all please try to keep to the time.",6.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Joe Biden,Good idea.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Gayle King,"Senator Klobuchar… Good idea, right, Mr. Vice President? Senator Klobuchar, as we were coming over here today… I promise, Mr. Vice President, we are going to get to you today. I promise.",11.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Joe Biden,"You keep promising me that, but you haven’t done it yet.",2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Gayle King,I’ve never broken a promise.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Joe Biden,"Well, let’s get to it.",1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Gayle King,Senator Klobuchar-,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Amy Klobuchar,"Why don’t we let me answer, then you.",0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Gayle King,"As we were coming over today, there was breaking news from the CDC about the coronavirus. So far, there have been 2,700 deaths globally, and so far in this country there have been no deaths, but the CDC says this: it’s not a matter of if the virus will spread here, but when. The question to you is this: would you close the borders to Americans who have been exposed to the coronavirus in order to prevent an outbreak here in this country?",28.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Amy Klobuchar,"Well, what we have to do is make sure that we have treatment for those Americans and that they are in a quarantine situation. We don’t want to expose people, but we want to give them help. And I would agree, when Mayor Bloomberg said that this president has not invested like he should have in his budget. He tried to cut back on the CDC. He tried to cut back on the international organization that would coordinate with the rest of the world. He hasn’t yet really addressed the nation on this topic. I would do all of that.",30.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Amy Klobuchar,"But I want to take this out of politics right now and talk to the American people, because this is so serious. I’m not going to give my website right now. I’m going to give the CDC’s website, which is cdc.gov, so that people keep checking in and they follow the rules and they realize what they have to do if they feel sick and they call their healthcare provider, because many doctors are saying it’s just a matter of time before we’re going to start seeing this here.",26.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Amy Klobuchar,"And I think the answers… As president, what would I do? I would better coordinate throughout my presidency to be ready for the next pandemic and to prepare for this one.",10.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Norah O’Donnell,"Thank you, Senator Klobuchar.",0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Amy Klobuchar,"I would have better relations with our allies, and I would support… Because I know the vaccine is out there in the head of some kid right now in school in Columbia, South Carolina or Houston, Texas, and it’s investing in education, so we are ready to lead again in the world.",16.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Norah O’Donnell,"Senator, thank you. Mr. Vice President, we reached a turning point today, with the CDC warning schools that they must prepare, that they might have to close. Members of the Trump administration saying we don’t have enough medical masks if necessary. What would you do?",15.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Joe Biden,"What we did with Ebola. I was part of making sure that pandemic did not get to the United States, saved millions of lives. And what we did… We set up, I helped set up, that office in the president’s office on diseases that are pandemic diseases. We increased the budget of the CDC. We increased the NIH budget. We should’ve… Our president today, and he’s wiped all that out. We did it. We stopped it.",28.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Joe Biden,"And the second thing I’d point out to you is that what I would do immediately is restore the funding. He cut the funding for CDC, he tried to cut the funding for NIH, he cut the funding for the entire effort. And here’s the deal. I would be on the phone with China and making it clear, “We are going to need to be in your country. You have to be open. You have to be clear. We have to know what’s going on. We have to be there with you,” and insist on it-",27.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Norah O’Donnell,Thank you.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Joe Biden,"-and insist, insist, insist. I could get that done. No one up here has ever dealt internationally with any of these world leaders. I’m the only one that has.",9.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Norah O’Donnell,Senator Sanders.,4.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,"In the White House today, we have a self-described “great genius.” Self-described. And this great genius has told us that this coronavirus is going to end in two months. April is the magical day that this great scientist we have in the White House has determined. I wish I was kidding. That is what he said. What do we have to do? Whether or not the issue is climate change, which is clearly a global crisis requiring international cooperation, or infectious diseases like coronavirus, requiring international cooperation, we have to work and expand the World Health Organization. Obviously we have to make sure the CDC, the NIH, our infectious departments are fully funded. This is a global problem.",55.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Norah O’Donnell,Thank you.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,We’ve got to work with countries-,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Norah O’Donnell,Senator-,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,-all over the world to solve it.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Norah O’Donnell,"Senator, we’re going to stay on the topic of foreign affairs. Margaret Brennan.",3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,"Thank you, Norah. Mayor Bloomberg, you’ve said that president Xi Jinping of China is not a dictator and that he is responsive to his constituents, and that the US must cooperate with Beijing. How far does that go? Would you allow Chinese firms to build critical US infrastructure?",19.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Mike Bloomberg,"No, I would not. And I think the Chinese government has not been open. Their press, the freedom of press, does not exist there. Their human rights record is abominable, and we should make a fuss, which we’ve been doing, I suppose. But make no mistake about it, we have to deal with China if we’re ever going to solve the climate crisis. We have to deal with them because our economies are inextricably linked. We would not be able to sell or buy the products that we need.",29.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Mike Bloomberg,"And in terms of whether he’s a dictator, he does serve at the behest of the Politburo, their group of people. But there’s no question he has an enormous amount of power. But he does play to his constituency. You can negotiate with him. That’s exactly what we have to do, make it seem that it’s in his interest and it’s in his people’s interest to do what we want to do. Follow the rules, particularly no stealing of intellectual property. Follow the rules in terms of the trade agreements that we have are reciprocal and go equally in both directions.",39.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,"Thank you, Mr. Mayor. Vice President Biden-",1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Pete Buttigieg,"I’m worried about Xi Jinping in the context of the virus, too.",1.0
