debate_name,debate_section,speaker,speech,speaking_time_seconds
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg,"Well, already we’ve closed 304 out of the 530 coal-fired power plants in the United States. And we’ve closed 80 out of the 200 or 300 that are in Europe. Bloomberg Philanthropies working with the Sierra club. That’s one of the things you do. But just let’s start at the beginning. If you’re president, the first thing you do the first day is you rejoin the Paris Agreement. This is just ridiculous for us to drop out. Two, America’s responsibility is to be the leader in the world and if we don’t, we’re the ones that are going to get hurt just as much as anybody else. And that’s why I don’t want to have us cut off our relationships with China because you will never solve this problem without China and India, Western Europe and America. That’s for most of the [crosstalk 00:54:50]. Let me just finish one other thing. I believe, and you can tell me whether this is right, but the solar array that the vice president was talking about is being closed because it’s not economic. That you can put solar panels in and modern technology, even more modern than that.",58.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Jon Ralston,"Mayor, I want to let Senator Warren jump in here. Just because you’ve said something that’s really specific to Nevada. The tension here in this state is between people want renewable energy and people want conservation on public lands. 85% of Nevada is managed by the federal government. You have said that you are going to have an executive order that would stop drilling on public lands, stop mining, which is a huge industry here. You got to have lithium, you got to have copper for renewable energy. How do you do that?",29.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Elizabeth Warren,"So look, I think we should stop all new drilling and mining on public lands and all offshore drilling. If we need to make exceptions because there are specific minerals that we’ve got to have access to, then we locate those and we do it not in a way that just is about the profits of giant industries, but in a way that is sustainable for the environment. We cannot continue to let our public lands be used for profits by those who don’t care about our environment and are not making it better. Look, I’m going to say something that is really controversial in Washington, but I think I’m safe to say this here in Nevada. I believe in science and I believe that the way we’re going to deal with this problem, is that we are going to increase by 10 fold our investment in science.",51.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Elizabeth Warren,"There’s an upcoming $27 trillion market worldwide for green and much of what is needed has not yet been invented. My proposal is let’s invent it here in the United States and then say we invent in the U.S., you’ve got to build it in the U.S. That’s a million new manufacturing-",21.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Chuck Todd,"We’re going to stick to this topic but Senator Sanders, I’m going to move to fracking. You want a total ban on natural gas extraction, fracking in the next five years. The industry obviously supports a lot of jobs around the country, including thousands in the battleground state of Pennsylvania. One union official there told the New York Times, “If we end up with a Democratic candidate that supports a fracking ban, I’m going to tell my members that either you don’t vote or you vote for the other guy.” What do you tell these workers? It’s supporting a big industry right now, sir.",30.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Bernie Sanders,"What I tell these workers is that the scientists are telling us, that if we don’t act incredibly boldly within the next six, seven years, there will be irreparable damage done, not just in Nevada, not just to Vermont or Massachusetts, but to the entire world. Joe said it right, this is an existential threat. You know what that means, Chuck? That means we’re fighting for the future of this planet. And the Green New Deal that I support, by the way, will create up to 20 million good paying jobs as we move our energy system away from fossil fuel to energy efficiency and sustainable energy. This is a moral issue, my friends. We have to take the responsibility of making sure that the planet we leave our children and grandchildren is a planet that is healthy and habitable. That is more important than the profits of the fossil fuel industry.",66.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Chuck Todd,"I want to keep this going. Senator Klobuchar, you’re not on the same page at a total ban of fracking. You call it a transitional fuel, but scientists are sounding this alarm now. Do you take these warnings that maybe fracking as a step backwards, not a step forward, not a transition.",18.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Amy Klobuchar,"I made it very clear that we have to review all of the permits that are out there right now for natural gas and then make decisions on each one them and then not grant new ones until we make sure that it’s safe but it is a transitional fuel. And I want to add something that really hasn’t been brought up by my colleagues. This is a crisis and a lot of our plans are very similar to get to carbon neutral by 2045, 2050 something like that. But we’re not going to be able to pass this unless we bring people with us. I’m looking at these incredible senators from Nevada, Catherine Cortez Masto and Jacky Rosen and I’m thinking that they know how important this is and you can do this in a smart way. One, get back into that international climate change agreement. Two, clean power rules, bring those back. A president can do this herself without Congress as well as the gas mileage standards. But when it comes to putting a sweep, a price on carbon … This is very important, Chuck.",57.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Amy Klobuchar,"We have to make sure that that money goes back directly as dividends to the people that are going to need help for paying their bills. Otherwise, we’re not going to pass it. So there has to be a heart to the policy to get this done.",12.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Chuck Todd,"Senator Warren, address the worker issue, if you don’t mind, as well. Can you address the worker issue?",3.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Elizabeth Warren,"Yes, we can have a Green New Deal and create jobs. We need people in infrastructure who will help build. We have manufacturing-",10.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Chuck Todd,They could lose that job tomorrow though. That’s what they’re concerned about.,2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Elizabeth Warren,"Yes, those jobs are for tomorrow. Those are the ones we need to be working on to harden our infrastructure right now. But listen to Senator Klobuchar’s point. She says we have to think smaller in order to get it passed. I don’t think that’s the right approach here. Why can’t we get anything passed in Washington on climate? Everyone understands the urgency, but we’ve got two problems. The first is corruption, an industry that makes its money felt all through Washington. The first thing I want to do in Washington is pass my anti-corruption bill so that we can start making the changes we need to make on climate. And the second is the filibuster. If you’re not willing to roll back the filibuster, then you’re giving the fossil fuel industry a veto over all of the work that we need to do.",48.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Chuck Todd,"Senator, thank you, Vanessa’s got the next question.",0.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Amy Klobuchar,"Can I respond, she [crosstalk 01:00:57].",2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Vanessa Hauc,"Vice President Biden, you have said that you want to hold the oil and gas executives accountable for their role in harming our planet. You have even suggested that you might put them in jail. Which companies are you talking about and how far are you willing to go?",17.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Joe Biden,"I’m willing to go as far as we have to. First of all, I would eliminate all the subsidies we have for oil and gas, eliminate it, period. That would save millions and millions, billions of dollars. Number two, I think that any executive who was engaged in … and by the way, minority communities are the communities that would be most badly hurt by the way in which we deal with climate change. They are the ones that become the victims. That’s where the asthma is. That’s where the groundwater supply has been polluted. That’s where in fact, people in fact do not have the opportunity to be able to get away from, everything from, still asbestos in the walls of our schools.",36.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Joe Biden,"I have a trillion dollar program for infrastructure. That will provide for thousands and thousands of new jobs, not $15 an hour, but $50 an hour plus benefits. Unions, unions, being able to do that. And what it does is it will change the nature … Look, here’s the last point, my time’s going to run out. Here’s the last point I want to make to you. On day one when I’m elected president, I’m going to invite all of the members of the Paris Accord to Washington D.C. They make up 85% of the problem. They know me, I’m used to dealing with international relations. I will get them to up the ante in a big way.",38.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Vanessa Hauc,"Vice President Biden, you didn’t answer to my questions.",2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Joe Biden,I thought I did.,1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Vanessa Hauc,What would you do with these companies that are responsible for the destruction of our planet?,5.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Joe Biden,"What would I do with them? I would make sure they, number one, stop. Number two, if you demonstrate that they in fact have done things already that are bad and they’ve been lying, they should be able to be sued. They should be able to be held personally accountable and they should … not only, not only the company, not the stock holders, but the CEOs of those companies. They should be engaged. And it’s a little bit like, look, this is the industry we should be able to sue. We should go after just like we did the drug companies, just like we did with the tobacco companies. The only company we can’t go after our gun manufacturers because of my buddy here, but that’s a different-",35.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Vanessa Hauc,"Thank you, Vice President.",2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Lester Holt,"We’re going to stay on the topic. My question is to Mayor Bloomberg, Mayor Bloomberg, your business is heavily invested in China. I think you mentioned that a few questions back, the number one producer in the world of carbon emissions. How far would you go to force China to reduce those emissions and tackle the climate crisis?",17.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg,"Well, you’re not going to go to war with them. You have to negotiate with them and try to … and we’ve seen how well that works with tariffs that are hurting us. What you have to do is convince the Chinese that is in their interest as well. Their people are going to die just as our people are going to die and we work together. In all fairness, the Chinese have slowed down. It’s India that is even bigger problem, but it is an enormous problem, nobody’s doing anything about it. We could right here in America make a big difference. We’re closing the coal-fired power plants. If we enforced some of the rules on fracking so that they don’t release methane into the air and into the water, you’ll make a big difference. But we’re not going to get rid of fracking for while and we frack incidentally not just natural gas, you frack oil as well. It is a technique and when it’s done poorly, like they’re doing it in too many places where the methane gets out into the air, it is very damaging.",50.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg,"But it’s a transition fuel, I think the Senator said it right. We want to go to all renewables, but that’s still many years from now. And before, I think the Senator mentioned 2050 for some data. No scientist thinks the numbers for 2050 or 2050 anymore. They’re 2040, 2035. The world is coming apart faster than any scientific study had predicted. We just got to do something now [crosstalk 01:04:46].",27.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Lester Holt,"Mayor Buttigieg, your thoughts.",
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Pete Buttigieg,"Let’s be real about the deadline. It’s not 2050. It’s not 2040. It’s not 2030. It’s 2020, because if we don’t elect a president who actually believes in climate science now, we will never meet any of the other scientific or policy deadlines that we need to. So first of all, let’s make sure we’re actually positioned to win. Which once again, if we put forward two of the most polarizing figures on this stage as the only option, it’s going to be a real struggle.",30.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Pete Buttigieg,Now I’ve got a plan to get us carbon neutral by 2050. And I think everybody up here has a plan that more or less does the same. So the real question is how are we going to actually get it done? We need leadership to make this a national project that breaks down the partisan and political tug of war that prevents anything from getting done.,20.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Pete Buttigieg,"How do you do it? Well, first of all, making sure that those jobs are available quickly. Secondly, ensuring that we are pulling in those very sectors who have been made to feel like they’re part of the problem, from farming to industry, and fund as well as urge them to do the right thing. And then global climate diplomacy, I’m a little skeptical of the idea that convincing is going to do the trick when it comes to working with China. America has repeatedly overestimated our ability to shape Chinese ambitions, but what we can do is ensure that we use the hard tools [crosstalk 00:01:46].",31.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Chuck Todd,Hold here for a second. Senator Warren?,0.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Pete Buttigieg,"-policy, to enforce what has to happen.",6.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Elizabeth Warren,"Yes. I want to make sure that the question of environmental justice gets more than a glancing blow in this debate, because for generations now in this country, toxic waste dumps, polluting factories have been located in or near communities of color over and over and over. And the consequences are felt in the health of young African American babies. It’s felt in the health of seniors, people with compromised immune systems.",30.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Elizabeth Warren,It’s also felt economically. Who wants to move into an area where the air smells bad or you can’t drink the water. I have a commitment of $1 trillion to repair the damage that this nation has permitted to inflict on communities of color for generations now. We have to own up to our responsibility. We cannot simply talk about climate change in big global terms. We need to talk about it in terms of rescuing the communities that have been damaged.,29.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Chuck Todd,"Senator Warren, thank you. [crosstalk 00:02:53].",3.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Helen,"I want to ask you about something else that is important to people here. I want to ask you about Latinos owning one out of every four new businesses in the, United States, many of them have benefited from president Trump’s tax cuts, and they may be hesitant about new taxes or regulations. Will taxes on their small businesses go up under your administration?",19.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Joe Biden,"No. Taxes and small [inaudible 00:03:15], matter of fact, we’re going to make sure there’s more money available for small businesses in the Latino community, in the black community, to be able to get the capital to start businesses. At the Treasury Department, there’s going to be a window available where we significantly increase the amount of money available so people can borrow the money to get started. They have demonstrated they’re incredibly successful.",23.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Joe Biden,"We should not be raising taxes on them. We should start rewarding work, not just wealth. That’s why we have to change the tax code the way it is. That’s why the wealthy have to start to pay their fair share. And that’s why we have to focus on giving people the ability to garner wealth, generate wealth. And that’s why this whole idea of red lining, lending to people in areas, wasn’t the cause of Wall Street failing. The greed of Wall Street was the reason why it occurred, not the red lining.",29.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Joe Biden,"And lastly, I want to say, look, the idea of China, China is and their Belt and Road proposal, they’re taking the dirtiest coal in the world, mostly out of Mongolia, and spreading it around the world. It’s clear. Make it clear when you call them to Washington in the first 100 days, “If you continue, you will suffer severe consequences because the rest of the world will impose tariffs on everything you’re selling because you are undercutting the entire economy.”",28.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Helen,"Thank you Mr. Vice President. Mayor Buttigieg, will taxes on those businesses go up under you?",4.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Pete Buttigieg,"Not if they are small businesses. I mean what we’ve got to do is level the playing field, where a company like Amazon or Chevron is paying literally zero on billions of dollars in profits. And it puts small businesses like the ones that are revitalizing my own city, often Latino owned on our West side, at a disadvantage. We need to recognize that investing in Latino entrepreneurship is not just an investment in the Latino community. It is an investment in the future of America. And it is time for a President who understands the value of immigration in lifting up all of our communities and our country. We are getting the exact opposite message from the current president. And it is time to recognize not just the diversity of the Latino community but the importance of issues like economic empowerment, healthcare, as well as [crosstalk 00:05:23].",47.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Elizabeth Warren,We have an entrepreneurship gap in America. And that is a gap between white entrepreneurs and black and Latino entrepreneurs. And the principle reason for this is they don’t have the money for equity to get the businesses started. It’s about a $7 billion gap. We want to have real entrepreneurship and a level playing field. I have a plan to put the $7 billion in to have the fund managed by the people who are routinely cut out. It can’t just be about taxes.,36.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Helen,Thank you Senator.,1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Elizabeth Warren,We need to make an investment to level the playing field. And in the black [crosstalk 00:06:06].,4.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Chuck Todd,"Excuse me. I want to get at something. Mayor Bloomberg, the Vice President talked about red lining-",6.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Michael Bloomberg,I’m the only one here that’s started a business.,3.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Chuck Todd,"Mayor Bloomberg, you seem to imply that red lining and stopping red lining has somehow contributed to the financial crisis.",9.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Michael Bloomberg,No. That’s exactly wrong.,1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Chuck Todd,And that was the implication that came out in the quote. So I want to give you a chance to clarify this.,4.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Michael Bloomberg,"Well on the record against red lining, since I worked on Wall Street. I was against it during the financial crisis. I’ve been against it since the financial crisis came about because the people that took the mortgages packaged them and other people bought them. That was where all the disaster was. Red lining is still a practice some places and we’ve got to cut it out, but it’s just not true.",26.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Michael Bloomberg,"What I was going to say, maybe you want to talk about businesses. I’m the only one here I think that’s ever started a business. Is that fair? Okay. What do we need is, I can tell you in New York City we had programs. There are mentoring programs for the young business people so they can learn how to start a business. We had programs that could get them seed capital. We have programs to get branch banking in their neighborhoods, because if you don’t have a branch bank there, you can’t get a checking account, can’t get a checking account, you can’t get a loan. You can’t get a loan, you can’t get a mortgage. Then you don’t have any wealth. There’s ways to fix this and it doesn’t take trillions of dollars. It takes us to focus on the problems of small business.",38.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Chuck Todd,"Senator Sanders, 45 seconds, then we’re going to move on. Senator Sanders, 45 seconds.",5.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Bernie Sanders,"All right. When we talk about a corrupt political system bought by billionaires like Mr. Bloomberg, it manifests itself in a tax code in which not only is Amazon and many other major corporations, some owned by the wealthiest people in this country, not paying a nickel in taxes, we have the insane situation that billionaires today, if you can believe it, have an effective tax rate lower than the middle-class. So maybe just-",32.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Michael Bloomberg,"Senator, you’re writing the tax code. Why are you complaining? Who wrote the code?",5.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Bernie Sanders,"You did, you and your campaign contributions.",5.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Michael Bloomberg,You and the other 99 Senators.,0.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Bernie Sanders,Not me. You and your campaign contributions are electing people to represent the wealthy and the powerful.,6.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Michael Bloomberg,"Yes, those are the Democrats, thank you.",2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Bernie Sanders,"Well, and Republicans too, and George W. Bush as well.",4.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Chuck Todd,"Senator Klobuchar, let me address-",3.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Amy Klobuchar,"I was just, I was thinking there was going to be a rematch on Saturday in Vegas and those guys should go down there.",5.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Chuck Todd,"Senator Klobuchar, I actually want to get you to something about Senator Sanders tweeted last year, “Billionaires should not exist.” What say you?",12.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Amy Klobuchar,"Okay. I believe in capitalism. But I think the goal of someone in government and a President of the United States should be a check on that. I’m not going to limit what people make, but I think right now our tax code is so tilted against regular people and that is what’s wrong. I was thinking of your question about small businesses. The small businesses I talked to, they have trouble getting employees because their employees don’t have childcare. We should have universal childcare. And we have not been talking enough about Donald Trump and let’s just talk about Donald Trump because he signed that tax bill that helped the wealthy. And he went down Mar-a-Lago and he said to all his friends, “You just got a lot richer.” That is Exhibit A. And I can tell you the hardworking people in Nevada, were not in that room. So the key to me is to not limit what people can make, but make sure that we have a government that is fair for everyone.",57.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Chuck Todd,"So Senator Sanders, what did you mean that you don’t think they should exist. What did that mean?",3.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Bernie Sanders,"I’ll tell you what I mean. We have a grotesque and immoral distribution of wealth income. Mike Bloomberg owns more wealth than the bottom 125 million Americans. That’s wrong. That’s immoral. That should not be the case when we got a half a million people sleeping out on the streets, where we have kids who cannot afford to go to college, when we have 45 million people dealing with student debt. We have enormous problems facing this country and we cannot continue seeing a situation where in the last three years, billionaires in this country saw an $850 billion increase in their wealth. Congratulations, Mr. Bloomberg. But the average American last year saw less than a 1% increase in his or her income. That’s wrong.",53.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Chuck Todd,"Mayor Bloomberg, should you exist?",2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Michael Bloomberg,"I can’t speak for all billionaires. All I know is I’ve been very lucky, made a lot of money and I’m giving it all away to make this country better. And a good chunk of it goes to the Democratic Party as well.",10.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Chuck Todd,Is it too much? Have you earned too much money? Has it been an obscene amount of … should you have earned that much money?,8.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Michael Bloomberg,Yes. I worked very hard for it. And I’m giving it away.,5.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Chuck Todd,Thank you. Helen.,3.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Helen,"Mayor, Senator Sanders has a proposal that will require all large companies to turn over up to 20% of their ownership to employees over time. Is that a good idea?",9.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Pete Buttigieg,"I think that employee ownership of companies is a great idea. I’m not sure it makes sense to command those companies to do it. If we really want to deliver less inequality in this country, then we’ve got to start with the tax code. And we’ve got to start with investments in how people are able to live the American dream, which is in serious, serious decline. Matter of fact, last time I checked the list of countries to live out the American dream, in other words, to be born at the bottom and come out at the top, we’re not even in the top 10 number. Number one place to live out the American dream right now is Denmark.",33.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Pete Buttigieg,"And as the, I think, the lone person on this stage who’s not a millionaire, let alone a billionaire, I believe that part of what needs to change is for the voices of the communities that haven’t felt heard on Wall Street or in Washington to actually be brought to Capitol Hill. It’s why I am building a politics designed around inclusion, designed around belonging, because the one thing that will definitely perpetuate the income inequality we’re living with right now is for Donald Trump to be reelected because we polarize this country with the wrong nominees.",34.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Helen,"Senator Sanders, it’s your policy.",2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Bernie Sanders,"That’s me, right?",1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Helen,It is your policy.,1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Bernie Sanders,"Thank you. It is my policy and I’m very proud of that policy. What we need to do to deal with this grotesque level of income and wealth inequality is make sure that those people who are working, you know what Mr. Bloomberg? It wasn’t you who made all that money. Maybe your workers played some role in that as well. And it is important that those workers are able to share the benefits also. When we have so many people go to work every day and they feel not good about their jobs, they feel like cogs in a machine. I want workers to be able to sit on corporate boards as well, so they can have some say of what happens to their lives.",41.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Helen,"Mayor Bloomberg, you own a large company. Would you support what Senator Sanders is proposing?",2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Michael Bloomberg,Absolutely not. I can’t think of a way that would make it easier for Donald Trump to get reelected than listening to this conversation. This is ridiculous. We’re not going to throw out capitalism. We tried that. Other countries tried that. It was called communism and it just didn’t work.,19.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Elizabeth Warren,"So let me make a proposal that will work, that has not only support from a majority of Democrats, but also from a majority of the independents and a majority of Republicans. And that is a two cent wealth tax on all fortunes above $50 million. You hit a billion, you’ve got to pay a few pennies more. This is a tax on the top 1/10th of 1% in America. And it permits us to start to restructure our economy. It means we can afford universal childcare for every baby in this country, age zero to five. It means we can have universal pre-K for every child in America. It means we can raise the wages of every childcare worker and preschool teacher and stop exploiting the black and brown women who do this work. It means we can put $800 billion into our public schools, quadruple funding for Title One schools.",57.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Elizabeth Warren,"And as a former special education teacher, we could fully fund IDEA so children with disabilities would get the full education they need. We can do college. We can put $50 billion dollars into our historically black colleges and universities. And we could cancel student loan debt for 43 million Americans. That’s something a majority of Americans support, a two cent wealth tax. It is a question of values. Do we want to invest in Mr. Bloomberg or do we want to invest in an entire generation?",33.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Chuck Todd,"Senator Sanders, my next question is for you. Senator Sanders, our latest NBC News, Wall Street Journal poll released yesterday. Two thirds of all voters said they were uncomfortable with a socialist candidate for President. What do you say to those voters, sir?",15.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Bernie Sanders,What was the result of that poll? Who was winning?,6.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Chuck Todd,The questions to you.,2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Bernie Sanders,"Well, the question was that I was winning and I think by a fairly comfortable margin. You might mention that. But here is the point. Let’s talk about democratic socialism, not communism Mr. Bloomberg, that’s a cheap shot. Let’s talk about democratic. Let’s talk about what goes on in countries like Denmark, where Pete correctly pointed out, they have a much higher quality of life in many respects than we do. What are we talking about?",21.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Bernie Sanders,"We are living in many ways in a socialist society right now. Problem is, as Dr. Martin Luther King reminded us, we have socialism for the very rich, rugged individualism for the poor.",14.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Michael Bloomberg,Wait a second.,1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Bernie Sanders,"Let me finish. When Donald Trump gets $800 million in tax breaks and subsidies to build luxury condominiums, that’s socialism for the rich. Walmart, we have to subsidize Walmart’s workers who are on Medicaid and food stamps because the wealthiest family in America pays starvation wages, that’s socialism for the rich. I believe in democratic socialism for working people, not billionaires, health care for all, and educational opportunities for all.",38.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Chuck Todd,"Senator, thank you. Mayor Bloomberg, would you like to- [crosstalk 00:16:41].",2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Bernie Sanders,"Creating a government to works [crosstalk 00:16:44] for all, not just Mr. Bloomberg.",0.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Chuck Todd,The question was about socialism.,2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Michael Bloomberg,"What a wonderful country we have, the best known socialist in the country happens to be a millionaire with three houses. What’d I miss here?",7.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Bernie Sanders,"Well, you missed that I work in Washington, house one.",2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Michael Bloomberg,That’s the first problem.,2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Bernie Sanders,"Live in Burlington, house two.",2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Michael Bloomberg,That’s good.,0.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Bernie Sanders,"And like thousands of other Vermonters, I do have a summer camp. Forgive me for that. Where is your home? Which tax?",6.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Bernie Sanders,"[inaudible 00:17:00] cap, forgive me for that. Where is your home? Which tax haven do you have your home?",2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Michael Bloomberg,"New York, New York city. Thank you very much. And I pay all my taxes and I’m happy to do it because I get something for it. And let me say, I thought that the senator next to me was half-right.",10.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Elizabeth Warren,[inaudible 00:17:17].,1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Michael Bloomberg,"I agree. We should raise taxes on the … I disagree with the senator on the wealth tax, but I do agree with her that the rich aren’t paying their fair share. We should raise taxes on the rich. I did that as mayor in New York City. I raised taxes and if you take a look at my plans, the first thing I would do is try to convince Congress, because they’ve got to do it, we can’t just order it, to roll back the tax cuts that the Trump administration put in through Congress.",33.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Elizabeth Warren,"Joe, can we talk-",0.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Lester Holt,"Vice President Biden, weigh in on this question of Americans’ feeling about socialist candidates.",5.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 2,Joe Biden,"Well look, let me weigh in on, you know, for 36 years and as Vice President, I was listed as the poorest man in Congress. I made money when I wrote a book about my son and it surprised me how much it sold. First time I ever made any money, and here’s the deal. The fact is that we ought to start rewarding work, not just wealth. The idea that we have a tax rate for corporate America at 21% is ridiculous. It should be at 28%. that would raise almost $800 billion a year.",29.0
